,Id,JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Year,Notes,Agency,Status,gender
133716,133717,recreation coordinator,59296.21,0,0,27028.41,59296.21,86324.62,2014,,San Francisco,FT,male
122251,122252,building inspector,95197.8,73.31,0,35626.06,95271.11,130897.17,2014,,San Francisco,FT,male
116251,116252,"sr. stationary eng, sew plant",102069.86,21228.96,8827.22,38077.63,132126.04,170203.67,2014,,San Francisco,FT,male
117523,117524,it operations support admin v,111021.05,0,12205.77,37585.13,123226.82,160811.95,2014,,San Francisco,FT,male
118502,118503,assoc engineer,113209.05,0,1353.61,38332.32,114562.66,152894.98,2014,,San Francisco,FT,male
112255,112256,sergeant 3,137982.05,25326.42,12181.88,42842.91,175490.35,218333.26,2014,,San Francisco,FT,male
112573,112574,"captain, fire suppression",149531.79,2242.98,9660.84,50016.21,161435.61,211451.82,2014,,San Francisco,FT,male
119458,119459,electrician,94305.1,17925.31,133.5,34501.88,112363.91,146865.79,2014,,San Francisco,FT,male
112194,112195,dep dir iii,161172.49,0,0,58619.23,161172.49,219791.72,2014,,San Francisco,FT,male
134162,134163,hsa sr eligibility worker,56155.59,1373.89,256.63,26770.42,57786.11,84556.53,2014,,San Francisco,FT,male
120946,120947,arborist technician supervisor,88708,10450.32,5028.24,33264.28,104186.56,137450.84,2014,,San Francisco,FT,male
122270,122271,police officer,88842.09,5981.11,1664.23,34286,96487.43,130773.43,2014,,San Francisco,FT,male
119273,119274,deputy sheriff,90080.6,15757.64,6794.02,35435.44,112632.26,148067.7,2014,,San Francisco,FT,male
117253,117254,bldgs & grounds maint supt,114451.01,1532.92,6809.83,39761.51,122793.76,162555.27,2014,,San Francisco,FT,male
112653,112654,dept head i,153432.44,0,0,56882.16,153432.44,210314.6,2014,,San Francisco,FT,male
122198,122199,transit supervisor,83947.4,9174.92,5454.75,32612.08,98577.07,131189.15,2014,,San Francisco,FT,male
134928,134929,junior administrative analyst,55226.84,0,0,26487.42,55226.84,81714.26,2014,,San Francisco,FT,male
119214,119215,utility plumber,97557.01,5934.45,7973.92,36925.98,111465.38,148391.36,2014,,San Francisco,FT,male
110657,110658,"battalion chief, fire suppress",177771.13,32700.02,22798,58637.35,233269.15,291906.5,2014,,San Francisco,FT,male
112370,112371,firefighter,111640.49,42972.35,18323.58,43020.51,172936.42,215956.93,2014,,San Francisco,FT,male
124112,124113,truck driver,79281,8747.79,2125,31654.65,90153.79,121808.44,2014,,San Francisco,FT,male
110631,110632,nurse manager,175179,0,59220.5,63603.32,234399.5,298002.82,2014,,San Francisco,FT,male
128419,128420,stationary engineer,78311.9,3179.76,4655.11,18993.64,86146.77,105140.41,2014,,San Francisco,FT,male
133493,133494,custodial assistant supervisor,60068.1,0,0,26961.43,60068.1,87029.53,2014,,San Francisco,FT,male
121477,121478,transit operator,66435.04,25675.2,6206.28,36175.99,98316.52,134492.51,2014,,San Francisco,FT,male
117706,117707,public safetycomm supv,99448.86,19906.71,3548.2,36305.16,122903.77,159208.93,2014,,San Francisco,FT,male
122316,122317,"aprntc statnry eng, sew plant",81338.59,10502.19,5036.9,33674.41,96877.68,130552.09,2014,,San Francisco,FT,male
128709,128710,child support officer ii,74277.21,0,0,29841.11,74277.21,104118.32,2014,,San Francisco,FT,male
133871,133872,animal care attendant,56773.01,2197.57,376.59,26350.06,59347.17,85697.23,2014,,San Francisco,FT,male
134420,134421,personnel analyst,57297.51,0,0,26326.51,57297.51,83624.02,2014,,San Francisco,FT,male
131861,131862,automotive service worker,63661,914.4,0,27776,64575.4,92351.4,2014,,San Francisco,FT,male
127241,127242,gardener,63851.65,12687.51,3802.89,28621.06,80342.05,108963.11,2014,,San Francisco,FT,male
128645,128646,social work supervisor,73631.44,0,0,30696.54,73631.44,104327.98,2014,,San Francisco,FT,male
127363,127364,park section supervisor,77766.02,0,0,30858.66,77766.02,108624.68,2014,,San Francisco,FT,male
125735,125736,truck driver,79281,0,3400,31926.76,82681,114607.76,2014,,San Francisco,FT,male
125630,125631,librarian 1,81797.1,0,1202.36,32002.11,82999.46,115001.57,2014,,San Francisco,FT,male
124890,124891,maintenance machinist,81830.02,3819.95,600,31881.37,86249.97,118131.34,2014,,San Francisco,FT,male
113786,113787,transit supervisor,89289.61,69691.66,1131.77,33680.17,160113.04,193793.21,2014,,San Francisco,FT,male
123286,123287,sewer service worker,91961.02,0,0,33960.85,91961.02,125921.87,2014,,San Francisco,FT,male
122867,122868,is business analyst,93775.02,0,0,34357.33,93775.02,128132.35,2014,,San Francisco,FT,male
119138,119139,plumber,97557.03,12558.82,3016.24,35838.33,113132.09,148970.42,2014,,San Francisco,FT,male
116921,116922,firefighter,106691.62,6017.06,13596.83,39005.97,126305.51,165311.48,2014,,San Francisco,FT,male
115235,115236,communications systems tech,109124.03,628.2,31743.57,37171.53,141495.8,178667.33,2014,,San Francisco,FT,male
113841,113842,police officer,112164,37419.81,6030.39,37428.51,155614.2,193042.71,2014,,San Francisco,FT,male
114712,114713,firefighter,112703.7,9119.31,18965.15,42506.66,140788.16,183294.82,2014,,San Francisco,FT,male
111844,111845,firefighter,112703.74,53850.54,18217.92,43401.83,184772.2,228174.03,2014,,San Francisco,FT,male
111039,111040,police officer 2,116584.01,83773.84,15656.78,38350.4,216014.63,254365.03,2014,,San Francisco,FT,male
113846,113847,police officer 2,116584.01,28005.84,10066.64,38354.31,154656.49,193010.8,2014,,San Francisco,FT,male
114653,114654,police officer 3,118898,21669.99,4321.33,38842.88,144889.32,183732.2,2014,,San Francisco,FT,male
114431,114432,police officer 3,118898.01,26607.42,1334.2,38840.83,146839.63,185680.46,2014,,San Francisco,FT,male
111139,111140,police officer 3,118898.02,76505.31,14630.31,40329.39,210033.64,250363.03,2014,,San Francisco,FT,male
110971,110972,police officer 3,118898.03,69020.82,30543.36,40026.3,218462.21,258488.51,2014,,San Francisco,FT,male
111601,111602,police officer 3,118898.16,51276.96,24082.21,40321.12,194257.33,234578.45,2014,,San Francisco,FT,male
115267,115268,registered nurse,133150.02,0,250,44967.65,133400.02,178367.67,2014,,San Francisco,FT,male
113051,113052,sergeant 3,137982.12,9013.63,13460.75,42864.08,160456.5,203320.58,2014,,San Francisco,FT,male
112248,112249,sergeant 3,137982.15,31707.24,5745.69,43127.99,175435.08,218563.07,2014,,San Francisco,FT,male
113290,113291,sergeant 3,137982.18,2206.6,16050.56,43511.65,156239.34,199750.99,2014,,San Francisco,FT,male
111518,111519,attorney (civil/criminal),178296.07,0,4815.9,52974.82,183111.97,236086.79,2014,,San Francisco,FT,male
115126,115127,engineer,131071.1,0,5438.67,43019.69,136509.77,179529.46,2014,,San Francisco,FT,male
127576,127577,transit operator,66138.36,4272.05,2473.05,34926.84,72883.46,107810.3,2014,,San Francisco,FT,male
132678,132679,parking control officer,59555.23,1965.83,753.48,27015.75,62274.54,89290.29,2014,,San Francisco,FT,male
129137,129138,senior morgue attendant,72767.01,0,110.56,29789.81,72877.57,102667.38,2014,,San Francisco,FT,male
122217,122218,electrician,94305,2299.54,0,34473.09,96604.54,131077.63,2014,,San Francisco,FT,male
114234,114235,police officer 3,116584,18141,14983.65,38350.37,149708.65,188059.02,2014,,San Francisco,FT,male
123066,123067,transit operator,67294.48,17703.12,5685.34,36472.72,90682.94,127155.66,2014,,San Francisco,FT,male
116593,116594,maintenance machinist,81830.01,50611.91,2989,32065.31,135430.92,167496.23,2014,,San Francisco,FT,male
121844,121845,maintenance machinist,81830.05,17734.92,600,32883,100164.97,133047.97,2014,,San Francisco,FT,male
124499,124500,general utility mechanic,84521.03,601.88,1150,33449.42,86272.91,119722.33,2014,,San Francisco,FT,male
123647,123648,emergency services coord iii,86450,0,3971.45,33807.34,90421.45,124228.79,2014,,San Francisco,FT,male
118668,118669,street environ svcs oprs supv,95420.01,11114.43,8864.25,36646.55,115398.69,152045.24,2014,,San Francisco,FT,male
119810,119811,watershed forester,99998.02,0,0,44427.12,99998.02,144425.14,2014,,San Francisco,FT,male
114503,114504,med examiner's investigatoriii,104408.02,19397.58,23078.96,38049.25,146884.56,184933.81,2014,,San Francisco,FT,male
114057,114058,electr maint tech asst sprv,112828.89,39464.28,0,37941.95,152293.17,190235.12,2014,,San Francisco,FT,male
114830,114831,carpenter supervisor 2,114223.05,29510.67,0,38409.45,143733.72,182143.17,2014,,San Francisco,FT,male
113547,113548,automotive trnst shop sprv 1,115073.04,26353.84,14280.72,41024.09,155707.6,196731.69,2014,,San Francisco,FT,male
117481,117482,project manager 1,115865,0,4152,41013.48,120017,161030.48,2014,,San Francisco,FT,male
117030,117031,police officer 3,118898.06,2520.52,4092.46,38840.89,125511.04,164351.93,2014,,San Francisco,FT,male
114786,114787,police officer 3,118898.14,7404.37,17414.19,38846.2,143716.7,182562.9,2014,,San Francisco,FT,male
117227,117228,police officer 2,121592.09,856.53,934.91,39406.16,123383.53,162789.69,2014,,San Francisco,FT,male
114144,114145,engineer,131070.99,0,13422.63,44726.18,144493.62,189219.8,2014,,San Francisco,FT,male
111998,111999,attorney (civil/criminal),178296.04,0,4878.42,40624.58,183174.46,223799.04,2014,,San Francisco,FT,male
130063,130064,parts storekeeper,64428.01,930.76,5970.43,27943.73,71329.2,99272.93,2014,,San Francisco,FT,male
120027,120028,protective services supervisor,106408.06,0,0,36593.66,106408.06,143001.72,2014,,San Francisco,FT,male
115985,115986,manager ii,122992.01,0,0,49407.28,122992.01,172399.29,2014,,San Francisco,FT,male
114570,114571,manager iii,133795.84,0,0,50545.52,133795.84,184341.36,2014,,San Francisco,FT,male
126678,126679,truck driver,76668.52,753.43,2661.64,30751.67,80083.59,110835.26,2014,,San Francisco,FT,male
121444,121445,emt/paramedic/firefighter,80996.67,15538.42,5229.79,32885.03,101764.88,134649.91,2014,,San Francisco,FT,male
116045,116046,manager ii,122992.06,0,0,48845.97,122992.06,171838.03,2014,,San Francisco,FT,male
128447,128448,patient accounts asst sprv,74201.01,0,600,30210.98,74801.01,105011.99,2014,,San Francisco,FT,male
126022,126023,glazier,79498.35,0,2245,31711.25,81743.35,113454.6,2014,,San Francisco,FT,male
121877,121878,police officer,88842.11,4523.56,5105.25,34410.87,98470.92,132881.79,2014,,San Francisco,FT,male
121101,121102,construction inspector,98271.11,938.15,1693.26,35737.56,100902.52,136640.08,2014,,San Francisco,FT,male
117914,117915,electronic maintenance tech,104451.07,5283.03,8824.51,38619.12,118558.61,157177.73,2014,,San Francisco,FT,male
118244,118245,building inspector,109163.01,1632.34,5458.2,38345.5,116253.55,154599.05,2014,,San Francisco,FT,male
118433,118434,safety analyst,114888.07,0,0,38404.43,114888.07,153292.5,2014,,San Francisco,FT,male
113261,113262,"insp, fire dept",127263.98,16716.52,12389.76,43763.97,156370.26,200134.23,2014,,San Francisco,FT,male
111759,111760,"lieutenant, fire suppression",130961.04,33613.34,18238.77,48080.46,182813.15,230893.61,2014,,San Francisco,FT,male
112049,112050,sergeant 2,135512,31660.93,13501.96,42310.26,180674.89,222985.15,2014,,San Francisco,FT,male
113432,113433,eng/arch/landscape arch sr,151730.08,0,0,46271.62,151730.08,198001.7,2014,,San Francisco,FT,male
110646,110647,"battalion chief, fire suppress",179464.21,34903.82,21552.62,58888.28,235920.65,294808.93,2014,,San Francisco,FT,male
125820,125821,carpenter,80870.98,1015.85,1190.5,31289.88,83077.33,114367.21,2014,,San Francisco,FT,male
122143,122144,police officer,88842.08,7123.7,1156.96,34392.63,97122.74,131515.37,2014,,San Francisco,FT,male
124107,124108,deputy probation officer,90347.69,0,0,31490.14,90347.69,121837.83,2014,,San Francisco,FT,male
120953,120954,cable splicer,101383.05,0,0,36019.97,101383.05,137403.02,2014,,San Francisco,FT,male
112595,112596,"lieutenant, fire suppression",130961.07,14721.09,17781.46,47726.06,163463.62,211189.68,2014,,San Francisco,FT,male
123754,123755,transit operator,64869.88,17070.8,6377.91,35406.73,88318.59,123725.32,2014,,San Francisco,FT,male
127133,127134,hsa social worker,76789.12,0,1560,30988.15,78349.12,109337.27,2014,,San Francisco,FT,male
116584,116585,senior building inspector,120350.05,357.81,6017.55,40854.39,126725.41,167579.8,2014,,San Francisco,FT,male
112039,112040,sergeant 2,135512.01,28802.89,16038.11,42740.69,180353.01,223093.7,2014,,San Francisco,FT,male
111536,111537,attorney (civil/criminal),178296.01,0,4815.92,52974.81,183111.93,236086.74,2014,,San Francisco,FT,male
134017,134018,custodian,54703,1040.2,2954.33,26461.63,58697.53,85159.16,2014,,San Francisco,FT,male
129790,129791,library technical assistant 1,70348.02,0,624,29373.94,70972.02,100345.96,2014,,San Francisco,FT,male
118045,118046,"manager ii, mta",108819.34,0,0,47190.48,108819.34,156009.82,2014,,San Francisco,FT,male
114136,114137,building plans engineer,144502.02,0,0,44727.8,144502.02,189229.82,2014,,San Francisco,FT,male
114315,114316,firefighter,112703.74,22853.99,9610.77,41873.92,145168.5,187042.42,2014,,San Francisco,FT,male
131521,131522,animal keeper,64289,1383.54,0,27913.22,65672.54,93585.76,2014,,San Francisco,FT,male
112486,112487,automotive mechanic sprv 1,104307.06,44736.49,22743.34,41632.47,171786.89,213419.36,2014,,San Francisco,FT,male
118416,118417,it operations support admin v,111021.03,0,4884.28,37580.22,115905.31,153485.53,2014,,San Francisco,FT,male
114470,114471,sergeant 3,124770.18,8022.88,12283.59,40179.28,145076.65,185255.93,2014,,San Francisco,FT,male
111647,111648,dep dir iii,173019.37,0,0,60231.58,173019.37,233250.95,2014,,San Francisco,FT,male
110732,110733,sergeant 3,137053.35,66890.45,30631.31,42541.75,234575.11,277116.86,2014,,San Francisco,FT,male
131956,131957,porter,54703,5775.99,4713.74,26849.31,65192.73,92042.04,2014,,San Francisco,FT,male
121970,121971,asst engr,97333,0,0,35134.88,97333,132467.88,2014,,San Francisco,FT,male
121343,121344,institutional police officer,71203,25494.79,8981.25,29516.87,105679.04,135195.91,2014,,San Francisco,FT,male
135366,135367,asr senior office specialist,54849.11,0,0,25085.64,54849.11,79934.75,2014,,San Francisco,FT,male
117081,117082,transit supervisor,77002.41,49744.64,5353.18,31866.09,132100.23,163966.32,2014,,San Francisco,FT,male
111773,111774,"captain, fire suppression",149531.78,9071.84,19844.21,52147.94,178447.83,230595.77,2014,,San Francisco,FT,
132876,132877,health worker 2,59437.1,0,1984,27286.87,61421.1,88707.97,2014,,San Francisco,FT,
128854,128855,sr fare collections receiver,67231.91,2921.22,4102.51,29394.04,74255.64,103649.68,2014,,San Francisco,FT,
116041,116042,police officer 2,116023.5,14070.31,3618.47,38162.61,133712.28,171874.89,2014,,San Francisco,FT,
121845,121846,transit operator,65722.24,26551.81,5239.43,35529.26,97513.48,133042.74,2014,,San Francisco,FT,male
125009,125010,protective services worker,82640.42,0,1757.76,33159.82,84398.18,117558,2014,,San Francisco,FT,
123223,123224,psychiatric social worker,90185.01,0,2024,34015.31,92209.01,126224.32,2014,,San Francisco,FT,
117529,117530,is business analyst-principal,119881.06,258.19,0,40587.38,120139.25,160726.63,2014,,San Francisco,FT,
130364,130365,principal water services clerk,69033.04,0,0,28962.82,69033.04,97995.86,2014,,San Francisco,FT,
133909,133910,hsa sr eligibility worker,56206.92,2265.46,256.63,26804.12,58729.01,85533.13,2014,,San Francisco,FT,
120508,120509,senior personnel analyst,103180.06,0,0,36412.57,103180.06,139592.63,2014,,San Francisco,FT,
131559,131560,permit and citation clerk,63973.36,2130.99,0,27317.09,66104.35,93421.44,2014,,San Francisco,FT,
124384,124385,transit operator,67049.67,14085.58,3541,35719.96,84676.25,120396.21,2014,,San Francisco,FT,female
135909,135910,food service worker,47898.39,2237.25,616.58,25969.52,50752.22,76721.74,2014,,San Francisco,FT,female
134464,134465,hsa sr eligibility worker,56206.9,217.65,256.63,26783.66,56681.18,83464.84,2014,,San Francisco,FT,
132108,132109,transit operator,53713.66,4300.59,2562.12,30922.38,60576.37,91498.75,2014,,San Francisco,FT,
110803,110804,firefighter,112703.74,97801.19,16320.7,42675.14,226825.63,269500.77,2014,,San Francisco,FT,
115761,115762,engineer,131833.17,0,0,42102.22,131833.17,173935.39,2014,,San Francisco,FT,
119226,119227,electronic maintenance tech,104451.01,6062.86,261,37579.13,110774.87,148354,2014,,San Francisco,FT,
115402,115403,manager iii,127375.55,0,0,49811,127375.55,177186.55,2014,,San Francisco,FT,
111509,111510,attorney (civil/criminal),178296,0,4878.4,52988.53,183174.4,236162.93,2014,,San Francisco,FT,
123191,123192,librarian 2,90658.28,0,1715.75,34050.98,92374.03,126425.01,2014,,San Francisco,FT,female
134972,134973,senior clerk,54302,60.33,41.9,27155.96,54404.23,81560.19,2014,,San Francisco,FT,female
121596,121597,senior administrative analyst,98753.02,0,0,35442.49,98753.02,134195.51,2014,,San Francisco,FT,female
114955,114956,attorney (civil/criminal),136747.71,0,1312.5,43102,138060.21,181162.21,2014,,San Francisco,FT,female
120008,120009,speech pathologist,105105.8,0,100,37896.61,105205.8,143102.41,2014,,San Francisco,FT,female
121053,121054,deputy sheriff,91248.34,4475.92,5700.56,35490.19,101424.82,136915.01,2014,,San Francisco,FT,female
136189,136190,parking control officer,46473.6,1871.29,815.51,25647.83,49160.4,74808.23,2014,,San Francisco,FT,female
